Date;Year;Month;Area;Area.Type;Variable;Variable.Type;Generation (GWh);YoY change (%);YoY change (GWh);Cumul. Generation (GWh);Cumul. YoY change (%);Cumul. YoY change (GWh);;
oct-18;2018;10;Germany;EU Country;Hard Coal;Fossil;7159;;;62526;;;;
oct-18;2018;10;Germany;EU Country;Lignite;Fossil;10885;;;113237;;;;
oct-18;2018;10;Germany;EU Country;Other fossil;Fossil;1702;;;16624;;;;
oct-18;2018;10;Germany;EU Country;Bioenergy;Renewables;3977;;;38692;;;;
oct-18;2018;10;Germany;EU Country;Hydro;Renewables;918;;;14021;;;;
oct-18;2018;10;Germany;EU Country;Solar;Renewables;3089;;;44254;;;;
oct-18;2018;10;Germany;EU Country;Wind;Renewables;11038;;;86544;;;;
oct-18;2018;10;Germany;EU Country;Nuclear;Nuclear;5770;;;59237;;;;
oct-18;2018;10;Greece;EU Country;Demand;Demand;3796;;;42408;;;;
oct-18;2018;10;Greece;EU Country;Production;Production;3465;;;35324;;;;
oct-18;2018;10;Greece;EU Country;Net imports;Net imports;242;;;5493;;;;
oct-18;2018;10;Greece;EU Country;Statistical difference;Statistical difference;90;;;1591;;;;
oct-18;2018;10;Greece;EU Country;Gas;Fossil;1563;;;12158;;;;
oct-18;2018;10;Greece;EU Country;Lignite;Fossil;1009;;;12290;;;;
oct-18;2018;10;Greece;EU Country;Hydro;Renewables;223;;;3903;;;;
oct-18;2018;10;Greece;EU Country;Solar;Renewables;263;;;3080;;;;
oct-18;2018;10;Greece;EU Country;Wind;Renewables;407;;;3893;;;;
oct-18;2018;10;Hungary;EU Country;Demand;Demand;3557;;;35773;;;;
oct-18;2018;10;Hungary;EU Country;Production;Production;2563;;;23793;;;;
oct-18;2018;10;Hungary;EU Country;Net imports;Net imports;1008;;;12242;;;;
oct-18;2018;10;Hungary;EU Country;Statistical difference;Statistical difference;-14;;;-263;;;;
oct-18;2018;10;Hungary;EU Country;Gas;Fossil;506;;;4722;;;;
oct-18;2018;10;Hungary;EU Country;Lignite;Fossil;479;;;3951;;;;
oct-18;2018;10;Hungary;EU Country;Other fossil;Fossil;51;;;665;;;;
oct-18;2018;10;Hungary;EU Country;Bioenergy;Renewables;91;;;738;;;;
oct-18;2018;10;Hungary;EU Country;Hydro;Renewables;10;;;152;;;;
oct-18;2018;10;Hungary;EU Country;Other renewables;Renewables;11;;;97;;;;
oct-18;2018;10;Hungary;EU Country;Solar;Renewables;60;;;540;;;;
oct-18;2018;10;Hungary;EU Country;Wind;Renewables;62;;;471;;;;
oct-18;2018;10;Hungary;EU Country;Nuclear;Nuclear;1282;;;12362;;;;
oct-18;2018;10;Hungary;EU Country;Waste;Waste;11;;;95;;;;
oct-18;2018;10;Ireland;EU Country;Demand;Demand;2448;;;23763;;;;
oct-18;2018;10;Ireland;EU Country;Production;Production;1898;;;21244;;;;
oct-18;2018;10;Ireland;EU Country;Net imports;Net imports;25;;;-468;;;;
oct-18;2018;10;Ireland;EU Country;Statistical difference;Statistical difference;525;;;2987;;;;
oct-18;2018;10;Ireland;EU Country;Gas;Fossil;863;;;7992;;;;
oct-18;2018;10;Ireland;EU Country;Hard Coal;Fossil;2;;;2136;;;;
oct-18;2018;10;Ireland;EU Country;Other fossil;Fossil;247;;;4032;;;;
oct-18;2018;10;Ireland;EU Country;Hydro;Renewables;25;;;468;;;;
oct-18;2018;10;Ireland;EU Country;Wind;Renewables;760;;;6616;;;;
oct-18;2018;10;Italy;EU Country;Demand;Demand;24741;;;248156;;;;
oct-18;2018;10;Italy;EU Country;Production;Production;22157;;;224959;;;;
oct-18;2018;10;Italy;EU Country;Net imports;Net imports;3952;;;37873;;;;
oct-18;2018;10;Italy;EU Country;Statistical difference;Statistical difference;-1369;;;-14677;;;;
oct-18;2018;10;Italy;EU Country;Gas;Fossil;12083;;;110166;;;;
oct-18;2018;10;Italy;EU Country;Hard Coal;Fossil;2419;;;21569;;;;
oct-18;2018;10;Italy;EU Country;Other fossil;Fossil;209;;;2441;;;;
oct-18;2018;10;Italy;EU Country;Bioenergy;Renewables;1437;;;14052;;;;
oct-18;2018;10;Italy;EU Country;Hydro;Renewables;2520;;;37247;;;;
oct-18;2018;10;Italy;EU Country;Other renewables;Renewables;482;;;4746;;;;
oct-18;2018;10;Italy;EU Country;Solar;Renewables;1483;;;20373;;;;
oct-18;2018;10;Italy;EU Country;Wind;Renewables;1497;;;14092;;;;
oct-18;2018;10;Italy;EU Country;Waste;Waste;26;;;275;;;;
oct-18;2018;10;Latvia;EU Country;Demand;Demand;621;;;6029;;;;
oct-18;2018;10;Latvia;EU Country;Production;Production;387;;;5465;;;;
oct-18;2018;10;Latvia;EU Country;Net imports;Net imports;243;;;579;;;;
oct-18;2018;10;Latvia;EU Country;Statistical difference;Statistical difference;-9;;;-15;;;;
oct-18;2018;10;Latvia;EU Country;Gas;Fossil;200;;;2052;;;;
oct-18;2018;10;Latvia;EU Country;Other fossil;Fossil;60;;;578;;;;
oct-18;2018;10;Latvia;EU Country;Bioenergy;Renewables;58;;;535;;;;
oct-18;2018;10;Latvia;EU Country;Hydro;Renewables;56;;;2211;;;;
oct-18;2018;10;Latvia;EU Country;Wind;Renewables;13;;;89;;;;
oct-18;2018;10;Lithuania;EU Country;Demand;Demand;1033;;;9967;;;;
oct-18;2018;10;Lithuania;EU Country;Production;Production;243;;;2238;;;;
oct-18;2018;10;Lithuania;EU Country;Net imports;Net imports;821;;;7919;;;;
oct-18;2018;10;Lithuania;EU Country;Statistical difference;Statistical difference;-31;;;-189;;;;
oct-18;2018;10;Lithuania;EU Country;Gas;Fossil;18;;;259;;;;
oct-18;2018;10;Lithuania;EU Country;Other fossil;Fossil;16;;;153;;;;
oct-18;2018;10;Lithuania;EU Country;Bioenergy;Renewables;33;;;308;;;;
oct-18;2018;10;Lithuania;EU Country;Hydro;Renewables;26;;;370;;;;
oct-18;2018;10;Lithuania;EU Country;Solar;Renewables;5;;;75;;;;
oct-18;2018;10;Lithuania;EU Country;Wind;Renewables;134;;;957;;;;
oct-18;2018;10;Lithuania;EU Country;Waste;Waste;13;;;117;;;;
oct-18;2018;10;Luxembourg;EU Country;Demand;Demand;345;;;3393;;;;
oct-18;2018;10;Luxembourg;EU Country;Production;Production;0;;;0;;;;
oct-18;2018;10;Luxembourg;EU Country;Net imports;Net imports;368;;;3508;;;;
oct-18;2018;10;Luxembourg;EU Country;Statistical difference;Statistical difference;-23;;;-114;;;;
oct-18;2018;10;Netherlands;EU Country;Demand;Demand;9674;;;94231;;;;
oct-18;2018;10;Netherlands;EU Country;Production;Production;9230;;;83725;;;;
oct-18;2018;10;Netherlands;EU Country;Net imports;Net imports;-182;;;6956;;;;
oct-18;2018;10;Netherlands;EU Country;Statistical difference;Statistical difference;626;;;3550;;;;
oct-18;2018;10;Netherlands;EU Country;Gas;Fossil;4632;;;45184;;;;
oct-18;2018;10;Netherlands;EU Country;Hard Coal;Fossil;3002;;;23005;;;;
oct-18;2018;10;Netherlands;EU Country;Bioenergy;Renewables;16;;;92;;;;
oct-18;2018;10;Netherlands;EU Country;Solar;Renewables;265;;;3405;;;;
oct-18;2018;10;Netherlands;EU Country;Wind;Renewables;885;;;8733;;;;
oct-18;2018;10;Netherlands;EU Country;Nuclear;Nuclear;355;;;2621;;;;
oct-18;2018;10;Netherlands;EU Country;Waste;Waste;76;;;685;;;;
oct-18;2018;10;Poland;EU Country;Demand;Demand;14611;;;141337;;;;
oct-18;2018;10;Poland;EU Country;Production;Production;12921;;;124415;;;;
oct-18;2018;10;Poland;EU Country;Net imports;Net imports;467;;;5096;;;;
oct-18;2018;10;Poland;EU Country;Statistical difference;Statistical difference;1223;;;11826;;;;
oct-18;2018;10;Poland;EU Country;Gas;Fossil;631;;;7157;;;;
oct-18;2018;10;Poland;EU Country;Hard Coal;Fossil;6856;;;65218;;;;
oct-18;2018;10;Poland;EU Country;Lignite;Fossil;3587;;;37307;;;;
oct-18;2018;10;Poland;EU Country;Other fossil;Fossil;154;;;1730;;;;
oct-18;2018;10;Poland;EU Country;Bioenergy;Renewables;161;;;1465;;;;
oct-18;2018;10;Poland;EU Country;Hydro;Renewables;79;;;1382;;;;
oct-18;2018;10;Poland;EU Country;Solar;Renewables;24;;;282;;;;
oct-18;2018;10;Poland;EU Country;Wind;Renewables;1429;;;9875;;;;
oct-18;2018;10;Portugal;EU Country;Demand;Demand;4086;;;42223;;;;
oct-18;2018;10;Portugal;EU Country;Production;Production;3898;;;43434;;;;
oct-18;2018;10;Portugal;EU Country;Net imports;Net imports;150;;;-2367;;;;
oct-18;2018;10;Portugal;EU Country;Statistical difference;Statistical difference;38;;;1157;;;;
oct-18;2018;10;Portugal;EU Country;Gas;Fossil;1208;;;12427;;;;
oct-18;2018;10;Portugal;EU Country;Hard Coal;Fossil;894;;;9123;;;;
oct-18;2018;10;Portugal;EU Country;Other fossil;Fossil;88;;;399;;;;
oct-18;2018;10;Portugal;EU Country;Bioenergy;Renewables;133;;;2150;;;;
oct-18;2018;10;Portugal;EU Country;Hydro;Renewables;329;;;8725;;;;
oct-18;2018;10;Portugal;EU Country;Solar;Renewables;68;;;735;;;;
oct-18;2018;10;Portugal;EU Country;Wind;Renewables;1178;;;9875;;;;
oct-18;2018;10;Romania;EU Country;Demand;Demand;5000;;;49971;;;;
oct-18;2018;10;Romania;EU Country;Production;Production;5150;;;52686;;;;
oct-18;2018;10;Romania;EU Country;Net imports;Net imports;-146;;;-2684;;;;
oct-18;2018;10;Romania;EU Country;Statistical difference;Statistical difference;-5;;;-31;;;;
oct-18;2018;10;Romania;EU Country;Gas;Fossil;1018;;;8112;;;;
oct-18;2018;10;Romania;EU Country;Hard Coal;Fossil;148;;;915;;;;
oct-18;2018;10;Romania;EU Country;Lignite;Fossil;1133;;;12004;;;;
oct-18;2018;10;Romania;EU Country;Bioenergy;Renewables;28;;;277;;;;
oct-18;2018;10;Romania;EU Country;Hydro;Renewables;1089;;;15707;;;;
oct-18;2018;10;Romania;EU Country;Solar;Renewables;122;;;1262;;;;
oct-18;2018;10;Romania;EU Country;Wind;Renewables;589;;;5050;;;;
oct-18;2018;10;Romania;EU Country;Nuclear;Nuclear;1024;;;9360;;;;
oct-18;2018;10;Slovakia;EU Country;Demand;Demand;2489;;;24364;;;;
oct-18;2018;10;Slovakia;EU Country;Production;Production;1936;;;22061;;;;
oct-18;2018;10;Slovakia;EU Country;Net imports;Net imports;594;;;3000;;;;
oct-18;2018;10;Slovakia;EU Country;Statistical difference;Statistical difference;-41;;;-696;;;;
oct-18;2018;10;Slovakia;EU Country;Gas;Fossil;110;;;1139;;;;
oct-18;2018;10;Slovakia;EU Country;Hard Coal;Fossil;91;;;664;;;;
oct-18;2018;10;Slovakia;EU Country;Lignite;Fossil;138;;;1066;;;;
oct-18;2018;10;Slovakia;EU Country;Other fossil;Fossil;245;;;3034;;;;
oct-18;2018;10;Slovakia;EU Country;Bioenergy;Renewables;55;;;463;;;;
oct-18;2018;10;Slovakia;EU Country;Hydro;Renewables;171;;;2889;;;;
oct-18;2018;10;Slovakia;EU Country;Other renewables;Renewables;38;;;274;;;;
oct-18;2018;10;Slovakia;EU Country;Solar;Renewables;39;;;468;;;;
oct-18;2018;10;Slovakia;EU Country;Wind;Renewables;0;;;0;;;;
oct-18;2018;10;Slovakia;EU Country;Nuclear;Nuclear;1050;;;12063;;;;
oct-18;2018;10;Slovenia;EU Country;Demand;Demand;1186;;;11916;;;;
oct-18;2018;10;Slovenia;EU Country;Production;Production;1273;;;12284;;;;
oct-18;2018;10;Slovenia;EU Country;Net imports;Net imports;-74;;;-270;;;;
oct-18;2018;10;Slovenia;EU Country;Statistical difference;Statistical difference;-12;;;-98;;;;
oct-18;2018;10;Slovenia;EU Country;Gas;Fossil;21;;;210;;;;
oct-18;2018;10;Slovenia;EU Country;Lignite;Fossil;458;;;3384;;;;
oct-18;2018;10;Slovenia;EU Country;Other fossil;Fossil;0;;;0;;;;
oct-18;2018;10;Slovenia;EU Country;Bioenergy;Renewables;6;;;63;;;;
oct-18;2018;10;Slovenia;EU Country;Hydro;Renewables;249;;;3843;;;;
oct-18;2018;10;Slovenia;EU Country;Solar;Renewables;19;;;232;;;;
oct-18;2018;10;Slovenia;EU Country;Wind;Renewables;1;;;4;;;;
oct-18;2018;10;Slovenia;EU Country;Nuclear;Nuclear;511;;;4471;;;;
oct-18;2018;10;Slovenia;EU Country;Waste;Waste;9;;;77;;;;
oct-18;2018;10;Spain;EU Country;Demand;Demand;20422;;;212365;;;;
oct-18;2018;10;Spain;EU Country;Production;Production;20882;;;204451;;;;
oct-18;2018;10;Spain;EU Country;Net imports;Net imports;-182;;;10118;;;;
oct-18;2018;10;Spain;EU Country;Statistical difference;Statistical difference;-277;;;-2204;;;;
oct-18;2018;10;Spain;EU Country;Gas;Fossil;4653;;;40587;;;;
oct-18;2018;10;Spain;EU Country;Hard Coal;Fossil;3071;;;26038;;;;
oct-18;2018;10;Spain;EU Country;Lignite;Fossil;348;;;2589;;;;
oct-18;2018;10;Spain;EU Country;Other fossil;Fossil;266;;;2469;;;;
oct-18;2018;10;Spain;EU Country;Bioenergy;Renewables;244;;;2458;;;;
oct-18;2018;10;Spain;EU Country;Hydro;Renewables;1733;;;31087;;;;
oct-18;2018;10;Spain;EU Country;Other renewables;Renewables;75;;;719;;;;
oct-18;2018;10;Spain;EU Country;Solar;Renewables;849;;;11060;;;;
oct-18;2018;10;Spain;EU Country;Wind;Renewables;4259;;;40074;;;;
oct-18;2018;10;Spain;EU Country;Nuclear;Nuclear;5151;;;45184;;;;
oct-18;2018;10;Spain;EU Country;Waste;Waste;235;;;2187;;;;
oct-18;2018;10;Sweden;EU Country;Demand;Demand;11392;;;111961;;;;
oct-18;2018;10;Sweden;EU Country;Production;Production;12423;;;123591;;;;
oct-18;2018;10;Sweden;EU Country;Net imports;Net imports;-1397;;;-13830;;;;
oct-18;2018;10;Sweden;EU Country;Statistical difference;Statistical difference;365;;;2200;;;;
oct-18;2018;10;Sweden;EU Country;Bioenergy;Renewables;654;;;6142;;;;
oct-18;2018;10;Sweden;EU Country;Hydro;Renewables;3970;;;50292;;;;
oct-18;2018;10;Sweden;EU Country;Wind;Renewables;1935;;;13128;;;;
oct-18;2018;10;Sweden;EU Country;Nuclear;Nuclear;5865;;;54028;;;;
nov-18;2018;11;Austria;EU Country;Demand;Demand;5592;;;57873;;;;
nov-18;2018;11;Austria;EU Country;Production;Production;4079;;;46170;;;;
nov-18;2018;11;Austria;EU Country;Net imports;Net imports;1119;;;9622;;;;
nov-18;2018;11;Austria;EU Country;Statistical difference;Statistical difference;394;;;2080;;;;
nov-18;2018;11;Austria;EU Country;Gas;Fossil;1148;;;6677;;;;
nov-18;2018;11;Austria;EU Country;Hard Coal;Fossil;217;;;1204;;;;
nov-18;2018;11;Austria;EU Country;Other fossil;Fossil;16;;;176;;;;
nov-18;2018;11;Austria;EU Country;Bioenergy;Renewables;213;;;2351;;;;
nov-18;2018;11;Austria;EU Country;Hydro;Renewables;1806;;;27984;;;;
nov-18;2018;11;Austria;EU Country;Other renewables;Renewables;0;;;1;;;;
nov-18;2018;11;Austria;EU Country;Solar;Renewables;53;;;1395;;;;
nov-18;2018;11;Austria;EU Country;Wind;Renewables;554;;;5581;;;;
nov-18;2018;11;Austria;EU Country;Waste;Waste;72;;;802;;;;
nov-18;2018;11;Belgium;EU Country;Demand;Demand;7468;;;79855;;;;
nov-18;2018;11;Belgium;EU Country;Production;Production;5913;;;64359;;;;
nov-18;2018;11;Belgium;EU Country;Net imports;Net imports;1558;;;15537;;;;
nov-18;2018;11;Belgium;EU Country;Statistical difference;Statistical difference;-3;;;-41;;;;
nov-18;2018;11;Belgium;EU Country;Gas;Fossil;2977;;;20139;;;;
nov-18;2018;11;Belgium;EU Country;Hard Coal;Fossil;0;;;0;;;;
nov-18;2018;11;Belgium;EU Country;Other fossil;Fossil;554;;;4918;;;;
nov-18;2018;11;Belgium;EU Country;Bioenergy;Renewables;242;;;2422;;;;
nov-18;2018;11;Belgium;EU Country;Hydro;Renewables;3;;;139;;;;
nov-18;2018;11;Belgium;EU Country;Solar;Renewables;111;;;3495;;;;
nov-18;2018;11;Belgium;EU Country;Wind;Renewables;691;;;5729;;;;
nov-18;2018;11;Belgium;EU Country;Nuclear;Nuclear;1150;;;25587;;;;
nov-18;2018;11;Belgium;EU Country;Waste;Waste;184;;;1931;;;;
nov-18;2018;11;Bulgaria;EU Country;Demand;Demand;3452;;;34149;;;;
nov-18;2018;11;Bulgaria;EU Country;Production;Production;4394;;;41415;;;;
nov-18;2018;11;Bulgaria;EU Country;Net imports;Net imports;-928;;;-7067;;;;
nov-18;2018;11;Bulgaria;EU Country;Statistical difference;Statistical difference;-13;;;-199;;;;
nov-18;2018;11;Bulgaria;EU Country;Gas;Fossil;202;;;1718;;;;
nov-18;2018;11;Bulgaria;EU Country;Hard Coal;Fossil;52;;;540;;;;
nov-18;2018;11;Bulgaria;EU Country;Lignite;Fossil;2140;;;17352;;;;
nov-18;2018;11;Bulgaria;EU Country;Bioenergy;Renewables;15;;;235;;;;
nov-18;2018;11;Bulgaria;EU Country;Hydro;Renewables;320;;;4653;;;;
nov-18;2018;11;Bulgaria;EU Country;Solar;Renewables;47;;;1161;;;;
nov-18;2018;11;Bulgaria;EU Country;Wind;Renewables;118;;;1158;;;;
nov-18;2018;11;Bulgaria;EU Country;Nuclear;Nuclear;1500;;;14568;;;;
nov-18;2018;11;Bulgaria;EU Country;Waste;Waste;0;;;30;;;;
nov-18;2018;11;Cyprus;EU Country;Demand;Demand;291;;;4072;;;;
nov-18;2018;11;Cyprus;EU Country;Production;Production;333;;;4429;;;;
nov-18;2018;11;Cyprus;EU Country;Net imports;Net imports;0;;;0;;;;
nov-18;2018;11;Cyprus;EU Country;Statistical difference;Statistical difference;-42;;;-357;;;;
nov-18;2018;11;Cyprus;EU Country;Other fossil;Fossil;318;;;4229;;;;
nov-18;2018;11;Cyprus;EU Country;Wind;Renewables;15;;;199;;;;
nov-18;2018;11;Czech Republic;EU Country;Demand;Demand;5902;;;60808;;;;
nov-18;2018;11;Czech Republic;EU Country;Production;Production;7337;;;73593;;;;
nov-18;2018;11;Czech Republic;EU Country;Net imports;Net imports;-1377;;;-12203;;;;
nov-18;2018;11;Czech Republic;EU Country;Statistical difference;Statistical difference;-58;;;-583;;;;
nov-18;2018;11;Czech Republic;EU Country;Gas;Fossil;425;;;2940;;;;
nov-18;2018;11;Czech Republic;EU Country;Hard Coal;Fossil;327;;;3207;;;;
nov-18;2018;11;Czech Republic;EU Country;Lignite;Fossil;3167;;;30509;;;;
nov-18;2018;11;Czech Republic;EU Country;Other fossil;Fossil;240;;;2472;;;;
nov-18;2018;11;Czech Republic;EU Country;Bioenergy;Renewables;194;;;2071;;;;
nov-18;2018;11;Czech Republic;EU Country;Hydro;Renewables;94;;;1659;;;;
nov-18;2018;11;Czech Republic;EU Country;Other renewables;Renewables;198;;;2187;;;;
nov-18;2018;11;Czech Republic;EU Country;Solar;Renewables;73;;;2300;;;;
nov-18;2018;11;Czech Republic;EU Country;Wind;Renewables;60;;;518;;;;
nov-18;2018;11;Czech Republic;EU Country;Nuclear;Nuclear;2548;;;25593;;;;
nov-18;2018;11;Czech Republic;EU Country;Waste;Waste;9;;;137;;;;
nov-18;2018;11;Denmark;EU Country;Demand;Demand;2942;;;30582;;;;
nov-18;2018;11;Denmark;EU Country;Production;Production;2538;;;26311;;;;
nov-18;2018;11;Denmark;EU Country;Net imports;Net imports;501;;;5178;;;;
nov-18;2018;11;Denmark;EU Country;Statistical difference;Statistical difference;-98;;;-907;;;;
nov-18;2018;11;Denmark;EU Country;Gas;Fossil;289;;;2507;;;;
nov-18;2018;11;Denmark;EU Country;Hard Coal;Fossil;517;;;5671;;;;
nov-18;2018;11;Denmark;EU Country;Other fossil;Fossil;18;;;183;;;;
nov-18;2018;11;Denmark;EU Country;Bioenergy;Renewables;452;;;3383;;;;
nov-18;2018;11;Denmark;EU Country;Solar;Renewables;18;;;956;;;;
nov-18;2018;11;Denmark;EU Country;Wind;Renewables;1145;;;12478;;;;
nov-18;2018;11;Denmark;EU Country;Waste;Waste;99;;;1135;;;;
nov-18;2018;11;Estonia;EU Country;Demand;Demand;754;;;7638;;;;
nov-18;2018;11;Estonia;EU Country;Production;Production;916;;;9628;;;;
nov-18;2018;11;Estonia;EU Country;Net imports;Net imports;-159;;;-1966;;;;
nov-18;2018;11;Estonia;EU Country;Statistical difference;Statistical difference;-3;;;-25;;;;
nov-18;2018;11;Estonia;EU Country;Gas;Fossil;1;;;30;;;;
nov-18;2018;11;Estonia;EU Country;Other fossil;Fossil;784;;;8316;;;;
nov-18;2018;11;Estonia;EU Country;Bioenergy;Renewables;50;;;511;;;;
nov-18;2018;11;Estonia;EU Country;Hydro;Renewables;2;;;25;;;;
nov-18;2018;11;Estonia;EU Country;Other renewables;Renewables;4;;;49;;;;
nov-18;2018;11;Estonia;EU Country;Solar;Renewables;1;;;6;;;;
nov-18;2018;11;Estonia;EU Country;Wind;Renewables;62;;;576;;;;
nov-18;2018;11;Estonia;EU Country;Waste;Waste;12;;;117;;;;
nov-18;2018;11;Finland;EU Country;Demand;Demand;7521;;;77520;;;;
nov-18;2018;11;Finland;EU Country;Production;Production;6316;;;62333;;;;
nov-18;2018;11;Finland;EU Country;Net imports;Net imports;1369;;;17827;;;;
nov-18;2018;11;Finland;EU Country;Statistical difference;Statistical difference;-165;;;-2639;;;;
nov-18;2018;11;Finland;EU Country;Gas;Fossil;462;;;4357;;;;
nov-18;2018;11;Finland;EU Country;Hard Coal;Fossil;589;;;5242;;;;
nov-18;2018;11;Finland;EU Country;Other fossil;Fossil;484;;;5100;;;;
nov-18;2018;11;Finland;EU Country;Bioenergy;Renewables;1158;;;10791;;;;
nov-18;2018;11;Finland;EU Country;Hydro;Renewables;931;;;11587;;;;
nov-18;2018;11;Finland;EU Country;Other renewables;Renewables;26;;;297;;;;
nov-18;2018;11;Finland;EU Country;Wind;Renewables;646;;;4946;;;;
nov-18;2018;11;Finland;EU Country;Nuclear;Nuclear;1992;;;19814;;;;
nov-18;2018;11;Finland;EU Country;Waste;Waste;28;;;197;;;;
nov-18;2018;11;France;EU Country;Demand;Demand;43083;;;424623;;;;
nov-18;2018;11;France;EU Country;Production;Production;44801;;;480619;;;;
nov-18;2018;11;France;EU Country;Net imports;Net imports;-1813;;;-54875;;;;
nov-18;2018;11;France;EU Country;Statistical difference;Statistical difference;94;;;-1121;;;;
nov-18;2018;11;France;EU Country;Gas;Fossil;4575;;;26112;;;;
nov-18;2018;11;France;EU Country;Hard Coal;Fossil;533;;;5882;;;;
nov-18;2018;11;France;EU Country;Other fossil;Fossil;203;;;1733;;;;
nov-18;2018;11;France;EU Country;Bioenergy;Renewables;248;;;3242;;;;
nov-18;2018;11;France;EU Country;Hydro;Renewables;3424;;;55970;;;;
nov-18;2018;11;France;EU Country;Solar;Renewables;418;;;9395;;;;
nov-18;2018;11;France;EU Country;Wind;Renewables;2673;;;23361;;;;
nov-18;2018;11;France;EU Country;Nuclear;Nuclear;32550;;;353080;;;;
nov-18;2018;11;France;EU Country;Waste;Waste;177;;;1845;;;;
nov-18;2018;11;Germany;EU Country;Demand;Demand;43479;;;464204;;;;
nov-18;2018;11;Germany;EU Country;Production;Production;51763;;;550292;;;;
nov-18;2018;11;Germany;EU Country;Net imports;Net imports;-5031;;;-45868;;;;
nov-18;2018;11;Germany;EU Country;Statistical difference;Statistical difference;-3253;;;-40220;;;;
nov-18;2018;11;Germany;EU Country;Gas;Fossil;8335;;;71729;;;;
nov-18;2018;11;Germany;EU Country;Hard Coal;Fossil;7933;;;70459;;;;
nov-18;2018;11;Germany;EU Country;Lignite;Fossil;11115;;;124353;;;;
nov-18;2018;11;Germany;EU Country;Other fossil;Fossil;1671;;;18295;;;;
nov-18;2018;11;Germany;EU Country;Bioenergy;Renewables;3904;;;42596;;;;
nov-18;2018;11;Germany;EU Country;Hydro;Renewables;800;;;14821;;;;
nov-18;2018;11;Germany;EU Country;Solar;Renewables;1317;;;45571;;;;
nov-18;2018;11;Germany;EU Country;Wind;Renewables;10215;;;96759;;;;
nov-18;2018;11;Germany;EU Country;Nuclear;Nuclear;6472;;;65710;;;;
nov-18;2018;11;Greece;EU Country;Demand;Demand;4038;;;46446;;;;
nov-18;2018;11;Greece;EU Country;Production;Production;3618;;;38942;;;;
nov-18;2018;11;Greece;EU Country;Net imports;Net imports;327;;;5820;;;;
nov-18;2018;11;Greece;EU Country;Statistical difference;Statistical difference;93;;;1684;;;;
nov-18;2018;11;Greece;EU Country;Gas;Fossil;1364;;;13522;;;;
nov-18;2018;11;Greece;EU Country;Lignite;Fossil;1305;;;13595;;;;
nov-18;2018;11;Greece;EU Country;Hydro;Renewables;241;;;4144;;;;
nov-18;2018;11;Greece;EU Country;Solar;Renewables;166;;;3246;;;;
nov-18;2018;11;Greece;EU Country;Wind;Renewables;542;;;4435;;;;
nov-18;2018;11;Hungary;EU Country;Demand;Demand;3669;;;39442;;;;
nov-18;2018;11;Hungary;EU Country;Production;Production;2506;;;26300;;;;
nov-18;2018;11;Hungary;EU Country;Net imports;Net imports;1150;;;13392;;;;
nov-18;2018;11;Hungary;EU Country;Statistical difference;Statistical difference;13;;;-250;;;;
nov-18;2018;11;Hungary;EU Country;Gas;Fossil;727;;;5449;;;;
nov-18;2018;11;Hungary;EU Country;Lignite;Fossil;428;;;4379;;;;
nov-18;2018;11;Hungary;EU Country;Other fossil;Fossil;50;;;715;;;;
nov-18;2018;11;Hungary;EU Country;Bioenergy;Renewables;95;;;832;;;;
nov-18;2018;11;Hungary;EU Country;Hydro;Renewables;13;;;165;;;;
nov-18;2018;11;Hungary;EU Country;Other renewables;Renewables;9;;;106;;;;
nov-18;2018;11;Hungary;EU Country;Solar;Renewables;34;;;574;;;;
nov-18;2018;11;Hungary;EU Country;Wind;Renewables;46;;;517;;;;
nov-18;2018;11;Hungary;EU Country;Nuclear;Nuclear;1093;;;13455;;;;
nov-18;2018;11;Hungary;EU Country;Waste;Waste;12;;;107;;;;
nov-18;2018;11;Ireland;EU Country;Demand;Demand;2545;;;26308;;;;
nov-18;2018;11;Ireland;EU Country;Production;Production;2130;;;23375;;;;
nov-18;2018;11;Ireland;EU Country;Net imports;Net imports;-74;;;-542;;;;
nov-18;2018;11;Ireland;EU Country;Statistical difference;Statistical difference;488;;;3475;;;;
nov-18;2018;11;Ireland;EU Country;Gas;Fossil;781;;;8774;;;;
nov-18;2018;11;Ireland;EU Country;Hard Coal;Fossil;1;;;2137;;;;
nov-18;2018;11;Ireland;EU Country;Other fossil;Fossil;231;;;4263;;;;
nov-18;2018;11;Ireland;EU Country;Hydro;Renewables;56;;;524;;;;
nov-18;2018;11;Ireland;EU Country;Wind;Renewables;1061;;;7676;;;;
nov-18;2018;11;Italy;EU Country;Demand;Demand;24336;;;272492;;;;
nov-18;2018;11;Italy;EU Country;Production;Production;22984;;;247943;;;;
nov-18;2018;11;Italy;EU Country;Net imports;Net imports;2470;;;40343;;;;
nov-18;2018;11;Italy;EU Country;Statistical difference;Statistical difference;-1118;;;-15795;;;;
nov-18;2018;11;Italy;EU Country;Gas;Fossil;12542;;;122708;;;;
nov-18;2018;11;Italy;EU Country;Hard Coal;Fossil;2087;;;23656;;;;
nov-18;2018;11;Italy;EU Country;Other fossil;Fossil;132;;;2573;;;;
nov-18;2018;11;Italy;EU Country;Bioenergy;Renewables;1385;;;15437;;;;
nov-18;2018;11;Italy;EU Country;Hydro;Renewables;4116;;;41363;;;;
nov-18;2018;11;Italy;EU Country;Other renewables;Renewables;467;;;5213;;;;
nov-18;2018;11;Italy;EU Country;Solar;Renewables;861;;;21234;;;;
