Date;Year;Month;Area;Area.Type;Variable;Variable.Type;Generation (GWh);YoY change (%);YoY change (GWh);Cumul. Generation (GWh);Cumul. YoY change (%);Cumul. YoY change (GWh);;
jul-18;2018;7;United Kingdom;non EU Country;Nuclear;Nuclear;5279;;;36304;;;;
ago-18;2018;8;Bosnia Herzegovina;non EU Country;Demand;Demand;851;;;7157;;;;
ago-18;2018;8;Bosnia Herzegovina;non EU Country;Production;Production;1310;;;9070;;;;
ago-18;2018;8;Bosnia Herzegovina;non EU Country;Net imports;Net imports;-381;;;-3521;;;;
ago-18;2018;8;Bosnia Herzegovina;non EU Country;Statistical difference;Statistical difference;-78;;;1609;;;;
ago-18;2018;8;Bosnia Herzegovina;non EU Country;Hard Coal;Fossil;792;;;5526;;;;
ago-18;2018;8;Bosnia Herzegovina;non EU Country;Lignite;Fossil;185;;;1330;;;;
ago-18;2018;8;Bosnia Herzegovina;non EU Country;Hydro;Renewables;333;;;2214;;;;
ago-18;2018;8;Bosnia Herzegovina;non EU Country;Wind;Renewables;0;;;0;;;;
ago-18;2018;8;Montenegro;non EU Country;Demand;Demand;331;;;2270;;;;
ago-18;2018;8;Montenegro;non EU Country;Production;Production;255;;;1767;;;;
ago-18;2018;8;Montenegro;non EU Country;Net imports;Net imports;76;;;-314;;;;
ago-18;2018;8;Montenegro;non EU Country;Statistical difference;Statistical difference;1;;;817;;;;
ago-18;2018;8;Montenegro;non EU Country;Lignite;Fossil;139;;;861;;;;
ago-18;2018;8;Montenegro;non EU Country;Hydro;Renewables;110;;;875;;;;
ago-18;2018;8;Montenegro;non EU Country;Other renewables;Renewables;0;;;0;;;;
ago-18;2018;8;Montenegro;non EU Country;Wind;Renewables;6;;;31;;;;
ago-18;2018;8;Serbia;non EU Country;Demand;Demand;2926;;;25588;;;;
ago-18;2018;8;Serbia;non EU Country;Production;Production;2371;;;22773;;;;
ago-18;2018;8;Serbia;non EU Country;Net imports;Net imports;197;;;-820;;;;
ago-18;2018;8;Serbia;non EU Country;Statistical difference;Statistical difference;358;;;3635;;;;
ago-18;2018;8;Serbia;non EU Country;Gas;Fossil;1;;;12;;;;
ago-18;2018;8;Serbia;non EU Country;Lignite;Fossil;1636;;;14232;;;;
ago-18;2018;8;Serbia;non EU Country;Other fossil;Fossil;11;;;185;;;;
ago-18;2018;8;Serbia;non EU Country;Bioenergy;Renewables;7;;;54;;;;
ago-18;2018;8;Serbia;non EU Country;Hydro;Renewables;715;;;8289;;;;
ago-18;2018;8;United Kingdom;non EU Country;Demand;Demand;23599;;;209548;;;;
ago-18;2018;8;United Kingdom;non EU Country;Production;Production;20851;;;186398;;;;
ago-18;2018;8;United Kingdom;non EU Country;Net imports;Net imports;550;;;4716;;;;
ago-18;2018;8;United Kingdom;non EU Country;Statistical difference;Statistical difference;2198;;;18433;;;;
ago-18;2018;8;United Kingdom;non EU Country;Gas;Fossil;8546;;;80411;;;;
ago-18;2018;8;United Kingdom;non EU Country;Hard Coal;Fossil;337;;;9929;;;;
ago-18;2018;8;United Kingdom;non EU Country;Other fossil;Fossil;88;;;512;;;;
ago-18;2018;8;United Kingdom;non EU Country;Bioenergy;Renewables;1414;;;9732;;;;
ago-18;2018;8;United Kingdom;non EU Country;Hydro;Renewables;158;;;1664;;;;
ago-18;2018;8;United Kingdom;non EU Country;Solar;Renewables;1285;;;9227;;;;
ago-18;2018;8;United Kingdom;non EU Country;Wind;Renewables;3460;;;33055;;;;
ago-18;2018;8;United Kingdom;non EU Country;Nuclear;Nuclear;5564;;;41868;;;;
sep-18;2018;9;Bosnia Herzegovina;non EU Country;Demand;Demand;876;;;8033;;;;
sep-18;2018;9;Bosnia Herzegovina;non EU Country;Production;Production;1144;;;10214;;;;
sep-18;2018;9;Bosnia Herzegovina;non EU Country;Net imports;Net imports;-247;;;-3768;;;;
sep-18;2018;9;Bosnia Herzegovina;non EU Country;Statistical difference;Statistical difference;-22;;;1587;;;;
sep-18;2018;9;Bosnia Herzegovina;non EU Country;Hard Coal;Fossil;738;;;6264;;;;
sep-18;2018;9;Bosnia Herzegovina;non EU Country;Lignite;Fossil;166;;;1495;;;;
sep-18;2018;9;Bosnia Herzegovina;non EU Country;Hydro;Renewables;241;;;2455;;;;
sep-18;2018;9;Bosnia Herzegovina;non EU Country;Wind;Renewables;0;;;0;;;;
sep-18;2018;9;Montenegro;non EU Country;Demand;Demand;262;;;2532;;;;
sep-18;2018;9;Montenegro;non EU Country;Production;Production;217;;;1984;;;;
sep-18;2018;9;Montenegro;non EU Country;Net imports;Net imports;43;;;-271;;;;
sep-18;2018;9;Montenegro;non EU Country;Statistical difference;Statistical difference;2;;;819;;;;
sep-18;2018;9;Montenegro;non EU Country;Lignite;Fossil;147;;;1008;;;;
sep-18;2018;9;Montenegro;non EU Country;Hydro;Renewables;57;;;932;;;;
sep-18;2018;9;Montenegro;non EU Country;Other renewables;Renewables;0;;;0;;;;
sep-18;2018;9;Montenegro;non EU Country;Wind;Renewables;13;;;44;;;;
sep-18;2018;9;Serbia;non EU Country;Demand;Demand;2800;;;28388;;;;
sep-18;2018;9;Serbia;non EU Country;Production;Production;2345;;;25117;;;;
sep-18;2018;9;Serbia;non EU Country;Net imports;Net imports;181;;;-639;;;;
sep-18;2018;9;Serbia;non EU Country;Statistical difference;Statistical difference;275;;;3910;;;;
sep-18;2018;9;Serbia;non EU Country;Gas;Fossil;1;;;13;;;;
sep-18;2018;9;Serbia;non EU Country;Lignite;Fossil;1792;;;16024;;;;
sep-18;2018;9;Serbia;non EU Country;Other fossil;Fossil;20;;;206;;;;
sep-18;2018;9;Serbia;non EU Country;Bioenergy;Renewables;7;;;62;;;;
sep-18;2018;9;Serbia;non EU Country;Hydro;Renewables;524;;;8813;;;;
sep-18;2018;9;United Kingdom;non EU Country;Demand;Demand;23150;;;232698;;;;
sep-18;2018;9;United Kingdom;non EU Country;Production;Production;21230;;;207628;;;;
sep-18;2018;9;United Kingdom;non EU Country;Net imports;Net imports;357;;;5074;;;;
sep-18;2018;9;United Kingdom;non EU Country;Statistical difference;Statistical difference;1563;;;19996;;;;
sep-18;2018;9;United Kingdom;non EU Country;Gas;Fossil;6833;;;87244;;;;
sep-18;2018;9;United Kingdom;non EU Country;Hard Coal;Fossil;1314;;;11243;;;;
sep-18;2018;9;United Kingdom;non EU Country;Other fossil;Fossil;76;;;588;;;;
sep-18;2018;9;United Kingdom;non EU Country;Bioenergy;Renewables;1436;;;11167;;;;
sep-18;2018;9;United Kingdom;non EU Country;Hydro;Renewables;286;;;1950;;;;
sep-18;2018;9;United Kingdom;non EU Country;Solar;Renewables;1034;;;10261;;;;
sep-18;2018;9;United Kingdom;non EU Country;Wind;Renewables;5066;;;38121;;;;
sep-18;2018;9;United Kingdom;non EU Country;Nuclear;Nuclear;5185;;;47053;;;;
oct-18;2018;10;Bosnia Herzegovina;non EU Country;Demand;Demand;983;;;9016;;;;
oct-18;2018;10;Bosnia Herzegovina;non EU Country;Production;Production;1180;;;11394;;;;
oct-18;2018;10;Bosnia Herzegovina;non EU Country;Net imports;Net imports;-180;;;-3948;;;;
oct-18;2018;10;Bosnia Herzegovina;non EU Country;Statistical difference;Statistical difference;-18;;;1570;;;;
oct-18;2018;10;Bosnia Herzegovina;non EU Country;Hard Coal;Fossil;758;;;7022;;;;
oct-18;2018;10;Bosnia Herzegovina;non EU Country;Lignite;Fossil;128;;;1623;;;;
oct-18;2018;10;Bosnia Herzegovina;non EU Country;Hydro;Renewables;294;;;2749;;;;
oct-18;2018;10;Bosnia Herzegovina;non EU Country;Wind;Renewables;0;;;0;;;;
oct-18;2018;10;Montenegro;non EU Country;Demand;Demand;245;;;2777;;;;
oct-18;2018;10;Montenegro;non EU Country;Production;Production;226;;;2210;;;;
oct-18;2018;10;Montenegro;non EU Country;Net imports;Net imports;18;;;-253;;;;
oct-18;2018;10;Montenegro;non EU Country;Statistical difference;Statistical difference;1;;;819;;;;
oct-18;2018;10;Montenegro;non EU Country;Lignite;Fossil;152;;;1160;;;;
oct-18;2018;10;Montenegro;non EU Country;Hydro;Renewables;60;;;992;;;;
oct-18;2018;10;Montenegro;non EU Country;Other renewables;Renewables;0;;;0;;;;
oct-18;2018;10;Montenegro;non EU Country;Wind;Renewables;14;;;58;;;;
oct-18;2018;10;Serbia;non EU Country;Demand;Demand;3176;;;31564;;;;
oct-18;2018;10;Serbia;non EU Country;Production;Production;2679;;;27796;;;;
oct-18;2018;10;Serbia;non EU Country;Net imports;Net imports;187;;;-452;;;;
oct-18;2018;10;Serbia;non EU Country;Statistical difference;Statistical difference;310;;;4220;;;;
oct-18;2018;10;Serbia;non EU Country;Gas;Fossil;1;;;15;;;;
oct-18;2018;10;Serbia;non EU Country;Lignite;Fossil;2223;;;18247;;;;
oct-18;2018;10;Serbia;non EU Country;Other fossil;Fossil;41;;;247;;;;
oct-18;2018;10;Serbia;non EU Country;Bioenergy;Renewables;7;;;69;;;;
oct-18;2018;10;Serbia;non EU Country;Hydro;Renewables;406;;;9218;;;;
oct-18;2018;10;United Kingdom;non EU Country;Demand;Demand;25605;;;258304;;;;
oct-18;2018;10;United Kingdom;non EU Country;Production;Production;23760;;;231387;;;;
oct-18;2018;10;United Kingdom;non EU Country;Net imports;Net imports;484;;;5558;;;;
oct-18;2018;10;United Kingdom;non EU Country;Statistical difference;Statistical difference;1362;;;21359;;;;
oct-18;2018;10;United Kingdom;non EU Country;Gas;Fossil;9841;;;97085;;;;
oct-18;2018;10;United Kingdom;non EU Country;Hard Coal;Fossil;1004;;;12247;;;;
oct-18;2018;10;United Kingdom;non EU Country;Other fossil;Fossil;61;;;649;;;;
oct-18;2018;10;United Kingdom;non EU Country;Bioenergy;Renewables;1696;;;12864;;;;
oct-18;2018;10;United Kingdom;non EU Country;Hydro;Renewables;444;;;2394;;;;
oct-18;2018;10;United Kingdom;non EU Country;Solar;Renewables;758;;;11019;;;;
oct-18;2018;10;United Kingdom;non EU Country;Wind;Renewables;5678;;;43799;;;;
oct-18;2018;10;United Kingdom;non EU Country;Nuclear;Nuclear;4278;;;51331;;;;
nov-18;2018;11;Bosnia Herzegovina;non EU Country;Demand;Demand;1072;;;10087;;;;
nov-18;2018;11;Bosnia Herzegovina;non EU Country;Production;Production;1414;;;12807;;;;
nov-18;2018;11;Bosnia Herzegovina;non EU Country;Net imports;Net imports;-344;;;-4292;;;;
nov-18;2018;11;Bosnia Herzegovina;non EU Country;Statistical difference;Statistical difference;2;;;1572;;;;
nov-18;2018;11;Bosnia Herzegovina;non EU Country;Hard Coal;Fossil;798;;;7820;;;;
nov-18;2018;11;Bosnia Herzegovina;non EU Country;Lignite;Fossil;195;;;1818;;;;
nov-18;2018;11;Bosnia Herzegovina;non EU Country;Hydro;Renewables;420;;;3169;;;;
nov-18;2018;11;Bosnia Herzegovina;non EU Country;Wind;Renewables;0;;;0;;;;
nov-18;2018;11;Montenegro;non EU Country;Demand;Demand;335;;;3112;;;;
nov-18;2018;11;Montenegro;non EU Country;Production;Production;270;;;2481;;;;
nov-18;2018;11;Montenegro;non EU Country;Net imports;Net imports;63;;;-190;;;;
nov-18;2018;11;Montenegro;non EU Country;Statistical difference;Statistical difference;2;;;821;;;;
nov-18;2018;11;Montenegro;non EU Country;Lignite;Fossil;130;;;1290;;;;
nov-18;2018;11;Montenegro;non EU Country;Hydro;Renewables;127;;;1119;;;;
nov-18;2018;11;Montenegro;non EU Country;Other renewables;Renewables;0;;;0;;;;
nov-18;2018;11;Montenegro;non EU Country;Wind;Renewables;13;;;71;;;;
nov-18;2018;11;Serbia;non EU Country;Demand;Demand;3482;;;35046;;;;
nov-18;2018;11;Serbia;non EU Country;Production;Production;2802;;;30598;;;;
nov-18;2018;11;Serbia;non EU Country;Net imports;Net imports;386;;;-66;;;;
nov-18;2018;11;Serbia;non EU Country;Statistical difference;Statistical difference;294;;;4514;;;;
nov-18;2018;11;Serbia;non EU Country;Gas;Fossil;1;;;16;;;;
nov-18;2018;11;Serbia;non EU Country;Lignite;Fossil;2184;;;20431;;;;
nov-18;2018;11;Serbia;non EU Country;Other fossil;Fossil;63;;;310;;;;
nov-18;2018;11;Serbia;non EU Country;Bioenergy;Renewables;7;;;76;;;;
nov-18;2018;11;Serbia;non EU Country;Hydro;Renewables;546;;;9765;;;;
nov-18;2018;11;United Kingdom;non EU Country;Demand;Demand;26966;;;285270;;;;
nov-18;2018;11;United Kingdom;non EU Country;Production;Production;25304;;;256692;;;;
nov-18;2018;11;United Kingdom;non EU Country;Net imports;Net imports;477;;;6034;;;;
nov-18;2018;11;United Kingdom;non EU Country;Statistical difference;Statistical difference;1185;;;22544;;;;
nov-18;2018;11;United Kingdom;non EU Country;Gas;Fossil;9579;;;106664;;;;
nov-18;2018;11;United Kingdom;non EU Country;Hard Coal;Fossil;2327;;;14574;;;;
nov-18;2018;11;United Kingdom;non EU Country;Other fossil;Fossil;26;;;675;;;;
nov-18;2018;11;United Kingdom;non EU Country;Bioenergy;Renewables;1600;;;14463;;;;
nov-18;2018;11;United Kingdom;non EU Country;Hydro;Renewables;378;;;2771;;;;
nov-18;2018;11;United Kingdom;non EU Country;Solar;Renewables;337;;;11356;;;;
nov-18;2018;11;United Kingdom;non EU Country;Wind;Renewables;6635;;;50435;;;;
nov-18;2018;11;United Kingdom;non EU Country;Nuclear;Nuclear;4423;;;55754;;;;
dic-18;2018;12;Bosnia Herzegovina;non EU Country;Demand;Demand;1214;;;11301;;;;
dic-18;2018;12;Bosnia Herzegovina;non EU Country;Production;Production;1502;;;14309;;;;
dic-18;2018;12;Bosnia Herzegovina;non EU Country;Net imports;Net imports;-288;;;-4580;;;;
dic-18;2018;12;Bosnia Herzegovina;non EU Country;Statistical difference;Statistical difference;0;;;1572;;;;
dic-18;2018;12;Bosnia Herzegovina;non EU Country;Hard Coal;Fossil;819;;;8639;;;;
dic-18;2018;12;Bosnia Herzegovina;non EU Country;Lignite;Fossil;180;;;1999;;;;
dic-18;2018;12;Bosnia Herzegovina;non EU Country;Hydro;Renewables;493;;;3662;;;;
dic-18;2018;12;Bosnia Herzegovina;non EU Country;Wind;Renewables;9;;;9;;;;
dic-18;2018;12;Montenegro;non EU Country;Demand;Demand;325;;;3437;;;;
dic-18;2018;12;Montenegro;non EU Country;Production;Production;347;;;2828;;;;
dic-18;2018;12;Montenegro;non EU Country;Net imports;Net imports;-23;;;-213;;;;
dic-18;2018;12;Montenegro;non EU Country;Statistical difference;Statistical difference;1;;;822;;;;
dic-18;2018;12;Montenegro;non EU Country;Lignite;Fossil;154;;;1444;;;;
dic-18;2018;12;Montenegro;non EU Country;Hydro;Renewables;171;;;1291;;;;
dic-18;2018;12;Montenegro;non EU Country;Other renewables;Renewables;0;;;0;;;;
dic-18;2018;12;Montenegro;non EU Country;Wind;Renewables;22;;;93;;;;
dic-18;2018;12;Serbia;non EU Country;Demand;Demand;3970;;;39016;;;;
dic-18;2018;12;Serbia;non EU Country;Production;Production;3011;;;33610;;;;
dic-18;2018;12;Serbia;non EU Country;Net imports;Net imports;693;;;627;;;;
dic-18;2018;12;Serbia;non EU Country;Statistical difference;Statistical difference;265;;;4779;;;;
dic-18;2018;12;Serbia;non EU Country;Gas;Fossil;1;;;17;;;;
dic-18;2018;12;Serbia;non EU Country;Lignite;Fossil;2225;;;22656;;;;
dic-18;2018;12;Serbia;non EU Country;Other fossil;Fossil;74;;;384;;;;
dic-18;2018;12;Serbia;non EU Country;Bioenergy;Renewables;7;;;84;;;;
dic-18;2018;12;Serbia;non EU Country;Hydro;Renewables;703;;;10468;;;;
dic-18;2018;12;United Kingdom;non EU Country;Demand;Demand;27616;;;312886;;;;
dic-18;2018;12;United Kingdom;non EU Country;Production;Production;25445;;;282137;;;;
dic-18;2018;12;United Kingdom;non EU Country;Net imports;Net imports;336;;;6371;;;;
dic-18;2018;12;United Kingdom;non EU Country;Statistical difference;Statistical difference;1835;;;24379;;;;
dic-18;2018;12;United Kingdom;non EU Country;Gas;Fossil;10650;;;117313;;;;
dic-18;2018;12;United Kingdom;non EU Country;Hard Coal;Fossil;1458;;;16033;;;;
dic-18;2018;12;United Kingdom;non EU Country;Other fossil;Fossil;47;;;722;;;;
dic-18;2018;12;United Kingdom;non EU Country;Bioenergy;Renewables;1647;;;16111;;;;
dic-18;2018;12;United Kingdom;non EU Country;Hydro;Renewables;437;;;3208;;;;
dic-18;2018;12;United Kingdom;non EU Country;Solar;Renewables;198;;;11554;;;;
dic-18;2018;12;United Kingdom;non EU Country;Wind;Renewables;6112;;;56546;;;;
dic-18;2018;12;United Kingdom;non EU Country;Nuclear;Nuclear;4896;;;60650;;;;
ene-19;2019;1;Bosnia Herzegovina;non EU Country;Demand;Demand;1202;11;117;1202;11;117;;
ene-19;2019;1;Bosnia Herzegovina;non EU Country;Production;Production;1345;19;216;1345;19;216;;
ene-19;2019;1;Bosnia Herzegovina;non EU Country;Net imports;Net imports;-141;-57;188;-141;-57;188;;
ene-19;2019;1;Bosnia Herzegovina;non EU Country;Statistical difference;Statistical difference;-1;-100;-287;-1;-100;-287;;
ene-19;2019;1;Bosnia Herzegovina;non EU Country;Hard Coal;Fossil;773;-2;-18;773;-2;-18;;
ene-19;2019;1;Bosnia Herzegovina;non EU Country;Lignite;Fossil;177;15;23;177;15;23;;
ene-19;2019;1;Bosnia Herzegovina;non EU Country;Hydro;Renewables;376;104;191;376;104;191;;
ene-19;2019;1;Bosnia Herzegovina;non EU Country;Wind;Renewables;20;;;20;;;;
ene-19;2019;1;Montenegro;non EU Country;Demand;Demand;345;9;27;345;9;27;;
ene-19;2019;1;Montenegro;non EU Country;Production;Production;332;35;86;332;35;86;;
ene-19;2019;1;Montenegro;non EU Country;Net imports;Net imports;13;-118;83;13;-118;83;;
ene-19;2019;1;Montenegro;non EU Country;Statistical difference;Statistical difference;1;-100;-142;1;-100;-142;;
ene-19;2019;1;Montenegro;non EU Country;Lignite;Fossil;154;3;5;154;3;5;;
ene-19;2019;1;Montenegro;non EU Country;Hydro;Renewables;143;49;47;143;49;47;;
ene-19;2019;1;Montenegro;non EU Country;Other renewables;Renewables;0;;;0;;;;
ene-19;2019;1;Montenegro;non EU Country;Wind;Renewables;34;;;34;;;;
ene-19;2019;1;Serbia;non EU Country;Demand;Demand;4236;7;261;4236;7;261;;
ene-19;2019;1;Serbia;non EU Country;Production;Production;3074;-12;-430;3074;-12;-430;;
ene-19;2019;1;Serbia;non EU Country;Net imports;Net imports;546;-995;607;546;-995;607;;
ene-19;2019;1;Serbia;non EU Country;Statistical difference;Statistical difference;616;16;83;616;16;83;;
ene-19;2019;1;Serbia;non EU Country;Gas;Fossil;1;0;0;1;0;0;;
ene-19;2019;1;Serbia;non EU Country;Lignite;Fossil;2148;-10;-234;2148;-10;-234;;
ene-19;2019;1;Serbia;non EU Country;Other fossil;Fossil;126;283;93;126;283;93;;
ene-19;2019;1;Serbia;non EU Country;Bioenergy;Renewables;11;200;7;11;200;7;;
ene-19;2019;1;Serbia;non EU Country;Hydro;Renewables;787;-27;-296;787;-27;-296;;
ene-19;2019;1;United Kingdom;non EU Country;Demand;Demand;29498;-4;-1147;29498;-4;-1147;;
ene-19;2019;1;United Kingdom;non EU Country;Production;Production;27510;1;319;27510;1;319;;
ene-19;2019;1;United Kingdom;non EU Country;Net imports;Net imports;297;-59;-427;297;-59;-427;;
ene-19;2019;1;United Kingdom;non EU Country;Statistical difference;Statistical difference;1692;-38;-1039;1692;-38;-1039;;
ene-19;2019;1;United Kingdom;non EU Country;Gas;Fossil;13464;10;1243;13464;10;1243;;
ene-19;2019;1;United Kingdom;non EU Country;Hard Coal;Fossil;1861;19;296;1861;19;296;;
ene-19;2019;1;United Kingdom;non EU Country;Other fossil;Fossil;46;-19;-11;46;-19;-11;;
ene-19;2019;1;United Kingdom;non EU Country;Bioenergy;Renewables;1415;63;548;1415;63;548;;
ene-19;2019;1;United Kingdom;non EU Country;Hydro;Renewables;344;1;4;344;1;4;;
ene-19;2019;1;United Kingdom;non EU Country;Solar;Renewables;290;-6;-19;290;-6;-19;;
ene-19;2019;1;United Kingdom;non EU Country;Wind;Renewables;5519;-17;-1129;5519;-17;-1129;;
ene-19;2019;1;United Kingdom;non EU Country;Nuclear;Nuclear;4572;-12;-614;4572;-12;-614;;
feb-19;2019;2;Bosnia Herzegovina;non EU Country;Demand;Demand;965;5;43;2167;8;160;;
feb-19;2019;2;Bosnia Herzegovina;non EU Country;Production;Production;1288;12;136;2633;15;352;;
feb-19;2019;2;Bosnia Herzegovina;non EU Country;Net imports;Net imports;-326;-33;159;-467;-43;347;;
feb-19;2019;2;Bosnia Herzegovina;non EU Country;Statistical difference;Statistical difference;2;-99;-251;1;-100;-539;;
feb-19;2019;2;Bosnia Herzegovina;non EU Country;Hard Coal;Fossil;638;-12;-84;1410;-7;-102;;
feb-19;2019;2;Bosnia Herzegovina;non EU Country;Lignite;Fossil;179;-1;-3;355;6;21;;
feb-19;2019;2;Bosnia Herzegovina;non EU Country;Hydro;Renewables;454;82;204;829;91;395;;
feb-19;2019;2;Bosnia Herzegovina;non EU Country;Wind;Renewables;19;;;38;;;;
feb-19;2019;2;Montenegro;non EU Country;Demand;Demand;286;-3;-10;631;3;17;;
feb-19;2019;2;Montenegro;non EU Country;Production;Production;336;23;63;667;29;149;;
feb-19;2019;2;Montenegro;non EU Country;Net imports;Net imports;-51;-68;110;-38;-84;193;;
feb-19;2019;2;Montenegro;non EU Country;Statistical difference;Statistical difference;1;-100;-183;1;-100;-325;;
feb-19;2019;2;Montenegro;non EU Country;Lignite;Fossil;139;0;0;293;2;5;;
feb-19;2019;2;Montenegro;non EU Country;Hydro;Renewables;162;21;29;305;33;75;;
feb-19;2019;2;Montenegro;non EU Country;Other renewables;Renewables;0;;;0;;;;
feb-19;2019;2;Montenegro;non EU Country;Wind;Renewables;34;;;69;;;;
feb-19;2019;2;Serbia;non EU Country;Demand;Demand;3572;-3;-93;7809;2;168;;
feb-19;2019;2;Serbia;non EU Country;Production;Production;3011;11;300;6085;-2;-131;;
feb-19;2019;2;Serbia;non EU Country;Net imports;Net imports;28;-35;-15;575;-3341;592;;
feb-19;2019;2;Serbia;non EU Country;Statistical difference;Statistical difference;533;-41;-377;1149;-20;-294;;
feb-19;2019;2;Serbia;non EU Country;Gas;Fossil;1;0;0;3;0;0;;
feb-19;2019;2;Serbia;non EU Country;Lignite;Fossil;1954;15;262;4102;1;27;;
feb-19;2019;2;Serbia;non EU Country;Other fossil;Fossil;106;109;55;232;178;148;;
feb-19;2019;2;Serbia;non EU Country;Bioenergy;Renewables;10;50;3;21;103;11;;
feb-19;2019;2;Serbia;non EU Country;Hydro;Renewables;940;-2;-21;1727;-16;-317;;
feb-19;2019;2;United Kingdom;non EU Country;Demand;Demand;26450;-5;-1499;55948;-5;-2647;;
feb-19;2019;2;United Kingdom;non EU Country;Production;Production;22779;-10;-2489;50288;-4;-2171;;
feb-19;2019;2;United Kingdom;non EU Country;Net imports;Net imports;1160;100;581;1457;12;154;;
feb-19;2019;2;United Kingdom;non EU Country;Statistical difference;Statistical difference;2511;19;409;4202;-13;-630;;
feb-19;2019;2;United Kingdom;non EU Country;Gas;Fossil;9831;-6;-631;23295;3;612;;
feb-19;2019;2;United Kingdom;non EU Country;Hard Coal;Fossil;639;-77;-2152;2500;-43;-1856;;
feb-19;2019;2;United Kingdom;non EU Country;Other fossil;Fossil;48;7;3;93;-8;-8;;
feb-19;2019;2;United Kingdom;non EU Country;Bioenergy;Renewables;1191;28;260;2606;45;808;;
feb-19;2019;2;United Kingdom;non EU Country;Hydro;Renewables;331;8;24;675;4;28;;
feb-19;2019;2;United Kingdom;non EU Country;Solar;Renewables;664;7;45;954;3;27;;
feb-19;2019;2;United Kingdom;non EU Country;Wind;Renewables;5802;14;725;11321;-3;-404;;
feb-19;2019;2;United Kingdom;non EU Country;Nuclear;Nuclear;4273;-15;-763;8845;-13;-1377;;
mar-19;2019;3;Bosnia Herzegovina;non EU Country;Demand;Demand;1026;6;57;3193;7;217;;
mar-19;2019;3;Bosnia Herzegovina;non EU Country;Production;Production;1311;2;29;3943;11;381;;
mar-19;2019;3;Bosnia Herzegovina;non EU Country;Net imports;Net imports;-281;-65;517;-748;-54;864;;
mar-19;2019;3;Bosnia Herzegovina;non EU Country;Statistical difference;Statistical difference;-3;-101;-489;-2;-100;-1028;;
mar-19;2019;3;Bosnia Herzegovina;non EU Country;Hard Coal;Fossil;696;18;104;2106;0;2;;
mar-19;2019;3;Bosnia Herzegovina;non EU Country;Lignite;Fossil;155;-24;-48;510;-5;-27;;
mar-19;2019;3;Bosnia Herzegovina;non EU Country;Hydro;Renewables;440;-10;-47;1269;38;348;;
mar-19;2019;3;Bosnia Herzegovina;non EU Country;Wind;Renewables;20;;;58;;;;
mar-19;2019;3;Montenegro;non EU Country;Demand;Demand;270;-11;-33;901;-2;-16;;
mar-19;2019;3;Montenegro;non EU Country;Production;Production;274;3;9;941;20;158;;
mar-19;2019;3;Montenegro;non EU Country;Net imports;Net imports;-4;-98;184;-42;-90;378;;
mar-19;2019;3;Montenegro;non EU Country;Statistical difference;Statistical difference;0;-100;-227;1;-100;-552;;
mar-19;2019;3;Montenegro;non EU Country;Lignite;Fossil;153;18;23;446;7;28;;
mar-19;2019;3;Montenegro;non EU Country;Hydro;Renewables;93;-31;-42;398;9;33;;
mar-19;2019;3;Montenegro;non EU Country;Other renewables;Renewables;0;;;0;;;;
mar-19;2019;3;Montenegro;non EU Country;Wind;Renewables;28;;;97;;;;
mar-19;2019;3;Serbia;non EU Country;Demand;Demand;3503;-9;-364;11312;-2;-196;;
mar-19;2019;3;Serbia;non EU Country;Production;Production;3623;6;211;9708;1;80;;
mar-19;2019;3;Serbia;non EU Country;Net imports;Net imports;-714;2336;-685;-139;196;-92;;
mar-19;2019;3;Serbia;non EU Country;Statistical difference;Statistical difference;594;23;110;1743;-10;-184;;
mar-19;2019;3;Serbia;non EU Country;Gas;Fossil;1;0;0;4;0;0;;
mar-19;2019;3;Serbia;non EU Country;Lignite;Fossil;2479;22;448;6581;8;476;;
mar-19;2019;3;Serbia;non EU Country;Other fossil;Fossil;69;99;34;300;155;182;;
mar-19;2019;3;Serbia;non EU Country;Bioenergy;Renewables;11;50;4;32;81;15;;
mar-19;2019;3;Serbia;non EU Country;Hydro;Renewables;1062;-21;-275;2789;-18;-592;;
mar-19;2019;3;United Kingdom;non EU Country;Demand;Demand;27888;-7;-1944;83835;-5;-4591;;
mar-19;2019;3;United Kingdom;non EU Country;Production;Production;23896;-13;-3538;74184;-7;-5709;;
mar-19;2019;3;United Kingdom;non EU Country;Net imports;Net imports;1201;135;689;2657;46;843;;
mar-19;2019;3;United Kingdom;non EU Country;Statistical difference;Statistical difference;2791;48;906;6993;4;276;;
mar-19;2019;3;United Kingdom;non EU Country;Gas;Fossil;9421;-10;-1060;32716;-1;-448;;
mar-19;2019;3;United Kingdom;non EU Country;Hard Coal;Fossil;447;-89;-3546;2947;-65;-5402;;
mar-19;2019;3;United Kingdom;non EU Country;Other fossil;Fossil;43;-39;-28;137;-21;-36;;
mar-19;2019;3;United Kingdom;non EU Country;Bioenergy;Renewables;1378;12;143;3984;31;951;;
mar-19;2019;3;United Kingdom;non EU Country;Hydro;Renewables;442;111;233;1116;30;260;;
mar-19;2019;3;United Kingdom;non EU Country;Solar;Renewables;982;35;253;1936;17;280;;
mar-19;2019;3;United Kingdom;non EU Country;Wind;Renewables;6954;29;1557;18275;7;1153;;
mar-19;2019;3;United Kingdom;non EU Country;Nuclear;Nuclear;4229;-21;-1091;13074;-16;-2468;;
abr-19;2019;4;Bosnia Herzegovina;non EU Country;Demand;Demand;994;29;225;4187;12;442;;
